Title, Year, Rating, Cast
Milk,I) (2008,7.6,Harvey Milk; Gus Van Sant; Sean Penn; Josh Brolin; Emile Hirsch; Diego Luna;
Sherlock Holmes,2009,7.6,Guy Ritchie; Robert Downey Jr.; Jude Law; Rachel McAdams; Mark Strong;
Hunger,2008,7.6,Steve McQueen; Stuart Graham; Laine Megaw; Brian Milligan; Liam McMahon;
The Reader,2008,7.6,Stephen Daldry; Kate Winslet; Ralph Fiennes; Bruno Ganz; Jeanette Hain;
The Hurt Locker,2008,7.6,Kathryn Bigelow; Jeremy Renner; Anthony Mackie; Brian Geraghty; Guy Pearce;
The Town,2010,7.6,Ben Affleck; Ben Affleck; Rebecca Hall; Jon Hamm; Jeremy Renner;
Superbad,2007,7.6,Greg Mottola; Michael Cera; Jonah Hill; Christopher Mintz-Plasse; Bill Hader;
Seven Pounds,2008,7.6,Gabriele Muccino; Will Smith; Rosario Dawson; Woody Harrelson; Michael Ealy;
Die Fälscher,2007,7.6,Stefan Ruzowitzky; Karl Markovics; August Diehl; Devid Striesow; Martin Brambach;
Eastern Promises,2007,7.6,David Cronenberg; Naomi Watts; Viggo Mortensen; Armin Mueller-Stahl; Josef Altin;
Title, Year, Rating, Cast
United 93,2006,7.6,Paul Greengrass; David Alan Basche; Olivia Thirlby; Liza Colón-Zayas; J.J. Johnson;
Grindhouse,2007,7.6,Robert Rodriguez; Eli Roth; Quentin Tarantino; Edgar Wright; Rob Zombie; Kurt Russell; Rose McGowan; Danny Trejo; Zoë Bell;
Dalkomhan insaeng,2005,7.6,Jee-woon Kim; Byung-Hun Lee; Min-a Shin; Yeong-cheol Kim; Jung-min Hwang;
Inside Man,2006,7.6,Spike Lee; Denzel Washington; Clive Owen; Jodie Foster; Christopher Plummer;
Chinjeolhan geumjassi,2005,7.6,Chan-wook Park; Yeong-ae Lee; Min-sik Choi; Shi-hoo Kim; Yea-young Kwon;
La môme,2007,7.6,Édith Piaf; Olivier Dahan; Marion Cotillard; Sylvie Testud; Pascal Greggory; Emmanuelle Seigner;
The Illusionist,2006,7.6,Neil Burger; Edward Norton; Jessica Biel; Paul Giamatti; Rufus Sewell;
Volver,I) (2006,7.6,Pedro Almodóvar; Penélope Cruz; Carmen Maura; Lola Dueñas; Blanca Portillo;
Kung Fu Panda,2008,7.6,Mark Osborne; John Stevenson; Jack Black; Ian McShane; Angelina Jolie; Dustin Hoffman;
Thank You for Smoking,2005,7.6,Jason Reitman; Aaron Eckhart; Cameron Bright; Maria Bello; Joan Lunden;
Sophie Scholl - Die letzten Tage,2005,7.6,Marc Rothemund; Julia Jentsch; Fabian Hinrichs; Alexander Held; Johanna Gastdorf;
Stranger Than Fiction,2006,7.6,Marc Forster; Will Ferrell; Emma Thompson; Dustin Hoffman; Queen Latifah;
The Kite Runner,2007,7.6,Marc Forster; Khalid Abdalla; Ahmad Khan Mahmoodzada; Atossa Leoni; Shaun Toub;
Harry Potter and the Half-Blood Prince,2009,7.6,David Yates; Daniel Radcliffe; Emma Watson; Rupert Grint; Michael Gambon;
Match Point,2005,7.6,Woody Allen; Scarlett Johansson; Jonathan Rhys Meyers; Emily Mortimer; Matthew Goode;
Watchmen,2009,7.6,Zack Snyder; Jackie Earle Haley; Patrick Wilson; Carla Gugino; Malin Akerman;
Munich,2005,7.6,Steven Spielberg; Eric Bana; Daniel Craig; Marie-Josée Croze; Ciarán Hinds;
Lord of War,2005,7.6,Andrew Niccol; Nicolas Cage; Ethan Hawke; Jared Leto; Bridget Moynahan;
Saw,2004,7.6,James Wan; Cary Elwes; Leigh Whannell; Danny Glover; Ken Leung;
Kiss Kiss Bang Bang,2005,7.6,Shane Black; Robert Downey Jr.; Val Kilmer; Michelle Monaghan; Corbin Bernsen;
Les invasions barbares,2003,7.6,Denys Arcand; Rémy Girard; Dorothée Berryman; Stéphane Rousseau; Marie-Josée Croze;
House of Sand and Fog,2003,7.6,Vadim Perelman; Jennifer Connelly; Ben Kingsley; Ron Eldard; Frances Fisher;
Love Actually,2003,7.6,Richard Curtis; Hugh Grant; Martine McCutcheon; Liam Neeson; Laura Linney;
Boksuneun naui geot,2002,7.6,Chan-wook Park; Kang-ho Song; Ha-kyun Shin; Doona Bae; Ji-Eun Lim;
28 Days Later...,2002,7.6,Danny Boyle; Cillian Murphy; Naomie Harris; Christopher Eccleston; Alex Palmer;
I Am Sam,2001,7.6,Jessie Nelson; Sean Penn; Michelle Pfeiffer; Dakota Fanning; Dianne Wiest;
The Royal Tenenbaums,2001,7.6,Wes Anderson; Gene Hackman; Gwyneth Paltrow; Anjelica Huston; Ben Stiller;
The Man Who Wasn't There,2001,7.6,Joel Coen; Ethan Coen; Billy Bob Thornton; Frances McDormand; Michael Badalucco; James Gandolfini;
Harry Potter and the Sorcerer's Stone,2001,7.6,Chris Columbus; Daniel Radcliffe; Rupert Grint; Richard Harris; Maggie Smith;
The Others,2001,7.6,Alejandro Amenábar; Nicole Kidman; Christopher Eccleston; Fionnula Flanagan; Alakina Mann;
Blow,2001,7.6,Ted Demme; Johnny Depp; Penélope Cruz; Franka Potente; Rachel Griffiths;
Enemy at the Gates,2001,7.6,Jean-Jacques Annaud; Jude Law; Ed Harris; Joseph Fiennes; Rachel Weisz;
You Can Count on Me,2000,7.6,Kenneth Lonergan; Laura Linney; Matthew Broderick; Amy Ryan; Michael Countryman;
Moulin Rouge!,2001,7.6,Baz Luhrmann; Nicole Kidman; Ewan McGregor; John Leguizamo; Jim Broadbent;
Traffic,2000,7.6,Steven Soderbergh; Michael Douglas; Benicio Del Toro; Catherine Zeta-Jones; Jacob Vargas;
Minority Report,2002,7.6,Steven Spielberg; Tom Cruise; Colin Farrell; Samantha Morton; Max von Sydow;
The Hurricane,1999,7.6,Norman Jewison; Denzel Washington; Vicellous Shannon; Deborah Kara Unger; Liev Schreiber;
American Psycho,2000,7.6,Mary Harron; Christian Bale; Justin Theroux; Josh Lucas; Bill Sage;
The Thin Red Line,1998,7.6,James Jones; Terrence Malick; Jim Caviezel; Sean Penn; Nick Nolte; Kirk Acevedo;
Mulan,1998,7.6,Tony Bancroft; Barry Cook; Ming-Na Wen; Eddie Murphy; BD Wong; Miguel Ferrer;
The Sweet Hereafter,1997,7.6,Atom Egoyan; Ian Holm; Sarah Polley; Caerthan Banks; Tom McCamus;
Funny Games,1997,7.6,Michael Haneke; Susanne Lothar; Ulrich Mühe; Arno Frisch; Frank Giering;
Sleepers,1996,7.6,Barry Levinson; Robert De Niro; Kevin Bacon; Brad Pitt; Jason Patric;
Lost Highway,1997,7.6,David Lynch; Bill Pullman; Patricia Arquette; John Roselius; Louis Eppolito;
Die Hard: With a Vengeance,1995,7.6,John McTiernan; Bruce Willis; Jeremy Irons; Samuel L. Jackson; Graham Greene;
La cité des enfants perdus,1995,7.6,Marc Caro; Jean-Pierre Jeunet; Ron Perlman; Daniel Emilfork; Judith Vittet; Dominique Pinon;
Apollo 13,I) (1995,7.6,Ron Howard; Tom Hanks; Bill Paxton; Kevin Bacon; Gary Sinise;
Jui kuen II,1994,7.6,Chia-Liang Liu; Jackie Chan; Jackie Chan; Ho-Sung Pak; Lung Ti; Anita Mui;
Interview with the Vampire: The Vampire Chronicles,1994,7.6,Neil Jordan; Brad Pitt; Tom Cruise; Antonio Banderas; Kirsten Dunst;
The Crow,1994,7.6,Alex Proyas; Brandon Lee; Michael Wincott; Rochelle Davis; Ernie Hudson;
The Piano,1993,7.6,Jane Campion; Holly Hunter; Harvey Keitel; Sam Neill; Anna Paquin;
Falling Down,1993,7.6,Joel Schumacher; Michael Douglas; Robert Duvall; Barbara Hershey; Rachel Ticotin;
The Player,1992,7.6,Robert Altman; Tim Robbins; Greta Scacchi; Fred Ward; Whoopi Goldberg;
My Cousin Vinny,1992,7.6,Jonathan Lynn; Joe Pesci; Marisa Tomei; Ralph Macchio; Mitchell Whitfield;
The Hunt for Red October,1990,7.6,John McTiernan; Sean Connery; Alec Baldwin; Scott Glenn; Sam Neill;
The Godfather Part III,1990,7.6,Francis Ford Coppola; Al Pacino; Diane Keaton; Andy Garcia; Talia Shire;
When Harry Met Sally...,1989,7.6,Rob Reiner; Billy Crystal; Meg Ryan; Carrie Fisher; Bruno Kirby;
National Lampoon's Christmas Vacation,1989,7.6,Jeremiah S. Chechik; Chevy Chase; Beverly D'Angelo; Juliette Lewis; Johnny Galecki;
The Little Mermaid,1989,7.6,Ron Clements; John Musker; Jodi Benson; Samuel E. Wright; Rene Auberjonois; Christopher Daniel Barnes;
Henry V,1989,7.6,Kenneth Branagh; Kenneth Branagh; Derek Jacobi; Simon Shepherd; James Larkin;
Batman,1989,7.6,Tim Burton; Michael Keaton; Jack Nicholson; Kim Basinger; Robert Wuhl;
The Abyss,1989,7.6,James Cameron; Ed Harris; Mary Elizabeth Mastrantonio; Michael Biehn; Leo Burmester;
The Naked Gun: From the Files of Police Squad!,1988,7.6,Queen Elizabeth II; David Zucker; Leslie Nielsen; Priscilla Presley; O.J. Simpson; Ricardo Montalban;
Midnight Run,1988,7.6,Martin Brest; Robert De Niro; Charles Grodin; Yaphet Kotto; John Ashton;
A Fish Called Wanda,1988,7.6,Charles Crichton; John Cleese; John Cleese; Jamie Lee Curtis; Kevin Kline; Michael Palin;
Dangerous Liaisons,1988,7.6,Stephen Frears; Glenn Close; John Malkovich; Michelle Pfeiffer; Swoosie Kurtz;
RoboCop,1987,7.6,Paul Verhoeven; Peter Weller; Nancy Allen; Dan O'Herlihy; Ronny Cox;
Planes| Trains & Automobiles,1987,7.6,John Hughes; Steve Martin; John Candy; Laila Robins; Michael McKean;
Lethal Weapon,1987,7.6,Richard Donner; Mel Gibson; Danny Glover; Gary Busey; Mitchell Ryan;
Indiana Jones and the Temple of Doom,1984,7.6,Steven Spielberg; Harrison Ford; Kate Capshaw; Jonathan Ke Quan; Amrish Puri;
Blood Simple,1984,7.6,Joel Coen; Ethan Coen; John Getz; Frances McDormand; Dan Hedaya; M. Emmet Walsh;
The Meaning of Life,1983,7.6,Terry Jones; Terry Gilliam; John Cleese; Terry Gilliam; Eric Idle; Terry Jones;
Sophie's Choice,1982,7.6,Alan J. Pakula; Meryl Streep; Kevin Kline; Peter MacNicol; Rita Karin;
The Secret of NIMH,1982,7.6,Don Bluth; Elizabeth Hartman; Derek Jacobi; Dom DeLuise; Arthur Malet;
On Golden Pond,1981,7.6,Mark Rydell; Katharine Hepburn; Henry Fonda; Jane Fonda; Doug McKeon;
Mad Max 2,1981,7.6,George Miller; Mel Gibson; Bruce Spence; Michael Preston; Max Phipps;
An American Werewolf in London,1981,7.6,John Landis; David Naughton; Jenny Agutter; Joe Belcher; Griffin Dunne;
The Muppet Movie,1979,7.6,James Frawley; Jim Henson; Frank Oz; Jerry Nelson; Richard Hunt;
Escape from Alcatraz,1979,7.6,Don Siegel; Clint Eastwood; Patrick McGoohan; Roberts Blossom; Jack Thibeau;
Midnight Express,1978,7.6,Alan Parker; Brad Davis; Irene Miracle; Bo Hopkins; Paolo Bonacelli;
The Many Adventures of Winnie the Pooh,1977,7.6,John Lounsbery; Wolfgang Reitherman; Sebastian Cabot; Junius Matthews; Barbara Luddy; Howard Morris;
The Omen,1976,7.6,Richard Donner; Gregory Peck; Lee Remick; Harvey Stephens; David Warner;
The Wicker Man,1973,7.6,Robin Hardy; Edward Woodward; Christopher Lee; Diane Cilento; Britt Ekland;
Robin Hood,1973,7.6,Wolfgang Reitherman; Brian Bedford; Phil Harris; Roger Miller; Peter Ustinov;
Jeremiah Johnson,1972,7.6,Sydney Pollack; Robert Redford; Will Geer; Delle Bolton; Josh Albee;
High Plains Drifter,1973,7.6,Clint Eastwood; Clint Eastwood; Verna Bloom; Marianna Hill; Mitchell Ryan;
And Now for Something Completely Different,1971,7.6,Monty Python's Flying Circus; Ian MacNaughton; John Cleese; Michael Palin; Graham Chapman; Terry Gilliam;
Little Big Man,1970,7.6,Arthur Penn; Dustin Hoffman; Faye Dunaway; Chief Dan George; Martin Balsam;
The Jungle Book,1967,7.6,Wolfgang Reitherman; Phil Harris; Sebastian Cabot; Louis Prima; Bruce Reitherman;
Blowup,1966,7.6,Michelangelo Antonioni; David Hemmings; Vanessa Redgrave; Sarah Miles; John Castle;
Lolita,1962,7.6,Stanley Kubrick; James Mason; Shelley Winters; Sue Lyon; Gary Cockrell;
West Side Story,1961,7.6,Jerome Robbins; Robert Wise; Natalie Wood; George Chakiris; Richard Beymer; Russ Tamblyn;
The Guns of Navarone,1961,7.6,J. Lee Thompson; David Niven; Gregory Peck; Anthony Quinn; Anthony Quayle;
The Time Machine,1960,7.6,George Pal; Rod Taylor; Alan Young; Yvette Mimieux; Sebastian Cabot;
Forbidden Planet,1956,7.6,Fred M. Wilcox; Walter Pidgeon; Anne Francis; Leslie Nielsen; Warren Stevens;
Spellbound,1945,7.6,Alfred Hitchcock; Ingrid Bergman; Gregory Peck; Michael Chekhov; Leo G. Carroll;
Snow White and the Seven Dwarfs,1937,7.6,William Cottrell; David Hand; Wilfred Jackson; Larry Morey; Perce Pearce; Ben Sharpsteen; Adriana Caselotti; Harry Stockwell; Lucille La Verne; Roy Atwell;
Collateral,2004,7.5,Michael Mann; Tom Cruise; Jamie Foxx; Jada Pinkett Smith; Mark Ruffalo;
Gangs of New York,2002,7.5,Martin Scorsese; Leonardo DiCaprio; Cameron Diaz; Daniel Day-Lewis; Jim Broadbent;
The Fly,1986,7.5,David Cronenberg; Jeff Goldblum; Geena Davis; John Getz; Joy Boushel;
